Cod Municipio;MSAN01;MSAN021;MSAN022;MSAN023;MSAN024;MSAN025;MSAN026;MSAN04;MSAN041;MSAN042A;MSAN042B;MSAN043A;MSAN043B;MSAN05;MSAN051A;MSAN051B;MSAN052;MSAN061;MSAN062;MSAN063;MSAN064;MSAN07;MSAN08;MSAN091;MSAN092;MSAN093;MSAN10;MSAN1011;MSAN1012;MSAN1013;MSAN1014;MSAN1015;MSAN1016;MSAN1017;MSAN1018;MSAN11;MSAN121;MSAN122;MSAN123;MSAN124;MSAN125;MSAN126;MSAN127;MSAN128;MSAN129;MSAN1210;MSAN1211;MSAN13;MSAN14;MSAN15;MSAN16;MSAN171;MSAN17111;MSAN17112;MSAN17113;MSAN172;MSAN17211;MSAN17212;MSAN17213;MSAN173;MSAN17311;MSAN17312;MSAN17313;MSAN174;MSAN17411;MSAN17412;MSAN17413;MSAN175;MSAN17511;MSAN17512;MSAN17513;MSAN176;MSAN17611;MSAN17612;MSAN17613;MSAN177;MSAN17711;MSAN17712;MSAN17713;MSAN178;MSAN17811;MSAN17812;MSAN17813;MSAN179;MSAN17911;MSAN17912;MSAN17913;MSAN1710;MSAN171011;MSAN171012;MSAN171013;MSAN1711;MSAN171111;MSAN171112;MSAN171113;MSAN1712;MSAN171211;MSAN171212;MSAN171213;MSAN1713;MSAN171311;MSAN171312;MSAN171313;MSAN171314;MSAN171321;MSAN171322;MSAN171323;MSAN1714;MSAN171411;MSAN171412;MSAN171413;MSAN171414;MSAN171415;MSAN171421;MSAN171422;MSAN171423;MSAN1715
2100907;Secretaria exclusiva;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;Não
2100956;Secretaria exclusiva;-;-;-;-;-;-;Possui lei;317;1;2017;-;-;Sim;317;2017;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Sim;Sim;1;18;Não;Sim;-;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Não;-;-;-;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;-;-;-;Sim;Não;Sim;Não;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim
2101004;Setor subordinado a outra secretaria;Não;Não;Não;Sim;Não;Não;Possui lei;10;6;2012;-;-;Sim;10;2012;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Sim;Sim;5;18;-;-;Sim;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Não;-;-;-;Sim;Sim;Sim;Não;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não
2101103;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
2101202;Secretaria em conjunto com outras políticas setoriais;Sim;Não;Não;Não;Não;Não;Possui lei;1273;11;2015;-;-;Sim;1155;2011;2/3 sociedade civil  e 1/3 governo;Não;Sim;Não;Não;7;12;Não;Sim;-;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;secretaria municipal de assistencia social;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não
2101251;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;-;-;-;Sim;166;2003;2/3 sociedade civil  e 1/3 governo;Sim;Não;Não;Não;6;12;Não;Sim;-;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;secretaria de assistência Social;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não
2101301;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Sim;242;2003;Outra;Não;Sim;Sim;Não;2;20;Não;Sim;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Sim;Sim
2101350;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;-;-;-;Sim;125;2009;2/3 sociedade civil  e 1/3 governo;Sim;Não;Não;Não;2;3;Não;Sim;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não
2101400;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;1281;10;2015;-;-;Sim;1281;2015;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Sim;Não;2;24;Não;Sim;-;Não;-;-;-;-;-;-;-;-;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;secretaria de desenvolvimento social;Sim;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não
2101509;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Sim;5;1997;Paritário;Sim;Não;Não;Sim;6;14;Não;Sim;-;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Sim;Sim;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;-;-;-;-;-;-;-;-;Não
2101608;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;816;2;2017;-;-;Sim;1184;2017;Paritário;Sim;Não;Não;Não;2;16;Não;Sim;-;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;secretaria municipal de assistência social;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Sim;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;-;-;-;-;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não
2101707;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;769;4;2018;-;-;Sim;769;2018;2/3 sociedade civil  e 1/3 governo;Não;Sim;Não;Não;4;30;Não;Sim;-;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;secretaria municipal de assistência social;Não;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não
2101731;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;-;-;-;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;Não
2101772;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
2101806;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;-;-;-;-;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não
2101905;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;4;7;2017;-;-;Sim;4;2017;2/3 sociedade civil  e 1/3 governo;Não;Sim;Não;Não;3;3;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;secretaria municipal de ASSISTÊNCIA social;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não
2101939;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Não
2101970;Secretaria em conjunto com outras políticas setoriais;Sim;Sim;Não;Sim;Não;Não;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não
2102002;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;649;3;2017;-;-;Sim;649;2017;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Sim;Sim;4;18;Não;Sim;-;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não
2102036;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;40;11;2013;-;-;Sim;40;2013;Paritário;Não;Sim;Não;Sim;4;24;Não;Sim;-;Não;-;-;-;-;-;-;-;-;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;SECRETARIA DE ASSISTÊNCIA SOCIAL;Não;Não;Não;Não;-;-;-;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
2102077;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;-;-;-;-;-;-;-;-;Não
2102101;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa;Recusa
2102150;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;Não
2102200;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
2102309;Setor subordinado a outra secretaria;Não;Sim;Não;Não;Não;Não;Possui lei;11346;9;2006;-;-;Sim;11346;2006;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Sim;Sim;6;28;Não;Sim;-;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;CONSELHO INTERSETORIAL DE SEG. ALIM. E NUTRICIONAL;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não
2102325;Secretaria em conjunto com outras políticas setoriais;Sim;Sim;Sim;Sim;Não;Sim;Possui lei;322;12;2013;-;-;Sim;136;2006;2/3 sociedade civil  e 1/3 governo;Sim;Não;Não;Não;6;24;-;-;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;SECRETARIA DE DESENVOLVIMENTO SOCIAL;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim
2102358;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não
2102374;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
2102408;Câmara Intersetorial de Segurança Alimentar e Nutricional;Sim;Não;Não;Não;Não;Não;Possui lei;247;3;2017;-;-;Sim;247;2017;2/3 sociedade civil  e 1/3 governo;Não;Sim;Não;Não;6;16;Não;Sim;-;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;secretaria municipal de agricultura;Não;Não;Sim;Não;-;-;-;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Não;-;-;-;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não
2102507;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;sECRETARIA DE SAUDE;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Não;-;-;-;-;-;-;-;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim
2102556;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
2102606;Secretaria em conjunto com outras políticas setoriais;Sim;Não;Não;Não;Não;Não;Não possui;-;-;-;-;-;Sim;355;2013;2/3 sociedade civil  e 1/3 governo;Sim;Não;Não;Não;6;18;Não;Sim;-;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
2102705;Câmara Intersetorial de Segurança Alimentar e Nutricional;Sim;Sim;Não;Sim;Não;Não;Possui lei;240;6;2012;-;-;Sim;240;2012;2/3 sociedade civil  e 1/3 governo;Não;Não;Não;Sim;1;10;Não;Sim;-;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;câmara municipal de segurança alimentar;Não;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;-;-;-;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim
2102754;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Sim;Não;Não
2102804;Secretaria em conjunto com outras políticas setoriais;Sim;Não;Não;Não;Não;Não;Não possui;-;-;-;-;-;Sim;381;2009;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Não;Sim;9;20;-;-;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Sim;Não
2102903;Setor subordinado a outra secretaria;Sim;Sim;Não;Não;Não;Não;Possui lei;348;6;2011;-;-;Sim;348;2011;Paritário;Não;Sim;Não;Não;2;6;Não;Sim;-;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
2103000;Câmara Intersetorial de Segurança Alimentar e Nutricional;Sim;Não;Não;Não;Não;Não;Possui lei;1817;10;2009;-;-;Sim;1817;2009;2/3 sociedade civil  e 1/3 governo;Não;Sim;Não;Não;11;30;Não;Sim;-;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;secretaria mucicipal de assistencia social;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim
